MatchId,Mode,MapName,Round,Seats,SeatIndex,BotKey,BotName,Creator,Opponents,TurnsPlayed,TimedOut,Failed,Placement,Win,TimeoutWin,Draw,Loss,Survived,EndHealth,ShotsFired,HitsLanded,DamageDealt,DamageTaken,Eliminations,Deaths,TurnsAlive
fae4609e-15fd-467c-9106-7d6704a37da8,Duel,Four Corners,3,2,1,KingArthur.Bot.KingArthurBot,KingArthur,Batuhan,BlitzKriegBot,150,True,False,2,False,False,True,False,True,100,149,0,0,0,0,0,150
20ba5474-f34c-4501-aebf-8bd3d68d996a,Duel,Four Corners,2,2,0,KingArthur.Bot.KingArthurBot,KingArthur,Batuhan,BlitzKriegBot,11,False,False,2,False,False,False,True,False,0,10,0,0,100,0,1,10
20ba5474-f34c-4501-aebf-8bd3d68d996a,Duel,Four Corners,2,2,1,BlitzKrieg.Bot.BlitzKriegBot,BlitzKriegBot,Batuhan,KingArthur,11,False,False,1,True,False,False,False,True,100,10,2,100,0,1,0,11
ed00a71c-e5eb-48e6-b8f5-7fee103851b4,Duel,Four Corners,2,2,0,BlitzKrieg.Bot.BlitzKriegBot,BlitzKriegBot,Batuhan,KingArthur,11,False,False,1,True,False,False,False,True,100,10,2,100,0,1,0,11
ed00a71c-e5eb-48e6-b8f5-7fee103851b4,Duel,Four Corners,2,2,1,KingArthur.Bot.KingArthurBot,KingArthur,Batuhan,BlitzKriegBot,11,False,False,2,False,False,False,True,False,0,10,0,0,100,0,1,10
7b801e11-ea1c-42f0-b1ad-4c4a8f70fbd1,Duel,Four Corners,1,2,0,KingArthur.Bot.KingArthurBot,KingArthur,Batuhan,BlitzKriegBot,150,True,False,1,False,False,True,False,True,100,149,0,0,0,0,0,150
7b801e11-ea1c-42f0-b1ad-4c4a8f70fbd1,Duel,Four Corners,1,2,1,BlitzKrieg.Bot.BlitzKriegBot,BlitzKriegBot,Batuhan,KingArthur,150,True,False,2,False,False,True,False,True,100,149,0,0,0,0,0,150
87b012be-7a70-4f2b-8059-b7871d6b00c1,Duel,Four Corners,1,2,0,BlitzKrieg.Bot.BlitzKriegBot,BlitzKriegBot,Batuhan,KingArthur,150,True,False,1,False,False,True,False,True,100,149,0,0,0,0,0,150
87b012be-7a70-4f2b-8059-b7871d6b00c1,Duel,Four Corners,1,2,1,KingArthur.Bot.KingArthurBot,KingArthur,Batuhan,BlitzKriegBot,150,True,False,2,False,False,True,False,True,100,149,0,0,0,0,0,150
956f2cbf-6861-4042-831f-c6fe2451ba9e,Duel,Four Corners,0,2,0,KingArthur.Bot.KingArthurBot,KingArthur,Batuhan,BlitzKriegBot,150,True,False,1,False,False,True,False,True,100,149,0,0,0,0,0,150
